"ID","ALLAS_NEVE","ALLAS_LEIRASA","MUNKAKOR_ID","HIRDETO_ID","KAPCSOLAT_ID","DIAK_VALLALHATJA","HELYSZIN_ID","KEZDES_IDOPONTJA","BEREZES"
63,"Planner/Scheduler","Duties:Â Using SAP APO, provide materials scheduling support for Oceanside manufacturing.Develop and deploy standard metrics, scheduling analysis for site scheduling activitiesGather input from Site Schedulers to propose solutions to move capacity scheduling from excel into APO.Provide project management support and development of Site Scheduling portfolioPerform other ad-hoc analysis as needed. The environment is fast paced but the job tasks are more analytical and slower moving.Â Skills:Working knowledge of SAP APO, R/3 and BW reportingAdvanced MS Excel skillsUnderstands solutions design and implementation, including requirements definition, data acquisition processes, data modeling, process automation, and deployment.Requires close interaction with the business groups and technical teams within Site Scheduling, Manufacturing and Facilities.Strong project management skills.Strong organizational skills.Excellent verbal and written communications skills.Must be able to prioritize.Ability to work on numerous and multi-faceted projects at the same time.It is very important that candidates have at least 2 years with SAP experience and that they can monitor SAP alerts/shortages. All reporting will be done through SAP with Excel as the secondary.Â Â Education:BachelorÂs degree in Industrial Engineering, Information Technology or Business Administration preferred but not necessary with 2-5 years of experience in a similar role.Â APICS certified preferred but not necessary.",36,15,14,0,2,22-OKT.  -08 00.00.00,000000000,651022
64,"Technical Infrastructure Project Manager","Position: Technical InfrastructureÂ Project ManagerLocation: Gardena CADuration: Full TimeÂ We are seeking an exceptional Technical InfrastructureÂ Project Manager to be part of Client, a business unit within Beyondsoft. This person willÂ manage large scale projects or programs. This person will beÂ supported by a combination of matrixed teams, which are comprised of geographically disperse suppliers, and cross-functional teams. Â Candidates must be familiar with the following:Consulting or Similar EnvironmentsVendor/Supplier ManagementWeb Operations and Infrastructure (i.e., Data Center, Network, Servers, Firewalls, Cloud etc.)Â This is a very fast paced environment, and we are looking for a dynamic team player who can fit into our fantastic team and be immediately accretive.Â  In this role, you will need to:Â Identify Multiple Workstreams, take ownership or work with assigned lead as needed.Â Plan, track, coordinate and negotiate dozens of priorities at any given time. Â Develop, track, and maintain milestones, schedules, minutes, status reports, and other project artifacts and technical deliverables.Â Develop Expertise: Â This includes learning the technical environment we operate in, understanding new technologies and change that are constantly introduced, knowing standard operating procedures, and asking the right questions.Add Value: You will need to quickly asses technical risks, drive technical problem solving, and cut through layers of complexity to determine what is really going and support our teams.Â Â Qualifications A minimum of 7Â years of successful IT/Technical Project Management experience with a focus on web based application and/or infrastructure projectsÂ A thorough and practical understanding of the Software Development Lifecycle (SDLC)Â and change managementÂ Demonstrated ability to work well with IT stakeholders in defining project scope and objectivesExperience as part of a shared services team a plusÂ Strong written and verbal communication skillsConsulting (or similar) experience with demonstrated success working across matrix client, supplier and geographically dispersed teamsExperience working in a deadline-driven environment, handling and prioritizing multiple tasks and projectsAbility to produce detailed meeting agendas and meeting notesStrong interpersonal and proactive problem solving skillsAbility to work independently with an excellent attention to detailProficient in Excel, Word, PowerPoint,Â and MS ProjectBachelorÂs Degree requiredMust be able to travel as requiredÂ If you are interested, please send your resume toÂ jeanie.harris@ispace.comÂ orÂ CALLÂ Jeanie @ 310-563-3843,Â to discuss more.",44,18,22,1,17,22-SZEPT.-17 00.00.00,000000000,262883
65,"Business Analyst","PLEASE JOIN OUR TALENT NETWORK: http://bit.ly/vhatalentnetworkÂ Â Joining the Talent Network with VanderHouwen & Associates (VHA) will enhance your job search and application experience. Job listings are mobile-friendly and easy to review, share, or apply. Whether you choose to just leave usÂ your information or apply, we look forward to connecting with you.Responsibilities Provides companywide strategic, analytical, and technical support for Information Delivery activities. The analyst acts as an intermediary between the business community and the technical community working with IT project teams and business partners to collect, clarify, and translate business requirements into documentation, conceptual designs, and Information Delivery solutions.Partners with business departmental teams to define and document business requirements for new metrics and reports.Elicits requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, and task and workflow analysis.Creates user-centric designs based on business and functional requirements, user research, market analysis, customer feedback, and usability findings.Designs user interfaces by using conceptual design techniques such as creating visual mock-ups, prototypes, and diagrams.Projects: 50%Day-to-Day Support: 40%Adhoc Request: 10%Qualifications Required Bachelors Degree in Computer Science or a related field is a bonus, but is not required.Certifications are a bonus, but are not required.5+ years of experience in working in systems and applications analysis.Data modelling, database design, database administration and web support.Data collection, data mining, data hygiene, and a close attention to detail. Accuracy is everything for reporting.Experience working in the Microsoft SQL Reporting Services Suite: SSRS, SSAS, SSIS (importance in that order).Database experience in SQL and T-SQL: will create stored procedures, pivot tables (PowerPivot / PowerView), views, triggers, etc.Additional tasks include supporting the company intranet through SharePoint Administration.Must have excellent communication and collaboration skills, as this team works across multiple groups. Someone that can create and build true internal partnerships, open communication skills, a propensity to learn and expand on their abilities, an ability to handle a constantly changing environment, and that can deal with ambiguity.Must be self-motivated and be able to take loose requirements and be creative with it.Qualifications Preferred Data Visualization experience is a major bonus.SharePoint Administration experience.Experience working in Cognos, Tableau, SAP Business Objects or any of the other major reporting tools.",12,9,15,0,16,22-DEC.  -01 00.00.00,000000000,358449
66,"Project Coordinator","We need a Project Coordinator person that can handle IT procurements (ordering supplies, sw, hw etc), Contracts/PR's entering & tracking and following up with internal teams and vendor contacts to fulfill them etc.Also exposure to IT budget tracking is preferred.",21,13,8,0,23,22-JÚL.  -19 00.00.00,000000000,236176
67,"Sr Service Delivery Systems Administrator (DevOps) - 16-01286","Primary Skills:Â Systems Admin, Devops, Scripting,Linux/unix, Load Balance F5Contract Type: W2Â Only Duration: 4 Months Contract to HireÂ Responsibilities: Engage closely with architects, engineering and operations teams to deliver highly available and scalable services with minimal/zero downtime. Build automation scripts and frameworks to improve operational processes and procedures. Learn, deploy and document newer technologies for the potential deployment of services following a development and release life cycle. Support production escalations as needed. Driving ongoing improvements and efficiencies in operational practices, tools & processes. Provide a seamless transition of the application from Product Development to Production Support teams.Required Skills: Strong knowledge/experience with Application and Infrastructure Delivery automation, orchestration and configuration management. Experience operating and troubleshooting VMs in a virtual environment. Ability to effectively communicate with various teams and levels of management Troubleshooting production issues Configuration, management, and performance tuning of App/Web tier (Apache, Jboss, Tomcat, etc.) Operating Systems RHEL, CentOS, Windows 2012+ Applications Java, Tomcat Scripting BASH, Ruby, Python, Perl Version control Perforce Build/Release - Jenkins, Maven, GCC, Make Package YUM/RPM, Zip, Tar Deploy Capistrano, Terraform Provisioning vRA, vSphere, AWS Storage Netapp NFS Mounts and CIFS Networking Infoblox, F5, vCNSQualifications: BS in Computer Science or related field, or equivalent experience. Current/Recent 5+ years back to back related experience. In-depth Linux or other Unix system administration experience. Previous experience delivering a new product, including methodologies, for an enterprise solution.Experience: Extensive experience with Splunk or other log aggregation tools. Experience with Application Load balancing via F5 devices and network troubleshooting. Experience with programming/scripting languages (BASH, Ruby, Python, Perl etc.) Experience in deployment automation, monitoring and maintaining large-scale services with various underlying dependencies in a complex environment.Preferred Skills: Experience with physical and virtual Networking; Cisco firewalls a plus. Experience with AWS and OpenStack a plus.Please apply directly with your updated resume or call Sandeep at: 408.816.2470",26,11,23,0,8,22-JÚL.  -06 00.00.00,000000000,611117
68,"Oracle Business Systems Analyst","We are seeking an Oracle Business Systems Analyst for our Direct Client.Â Location: Burbank, CAContract-to-Hire Opportunity Â Excellent BenefitsÂ Description: Client is looking for highly motivated and energetic individual to join their Oracle Applications team. Â The incumbent will work with business teams, Oracle developers, database administrators, business analysts, Oracle fusion middleware teams. Â Â Duties/Responsibilities:Develop, implement and support Business solutions in Oracle R12 E-Business Suite environment particularly in Â P2P, General Ledger, Asset Management, Projects modulesWork with Oracle Support for knowledge and issue resolutionSupport month end Period close activities.Support reconciliation between sub-ledgers and General Ledger.Create test scripts, lead and perform system testing.Â  Support user acceptance testing and go live.Assure adherence to all IT controls and maintain alignment with IT StrategiesManage application lifecycles including release planning (enhancement/upgrade), maintenance (bug fix and routine patching)Performs other duties as assigned or requestedÂ Requirements:Â A Bachelor's Degree in Computer Science or related field is preferred.7 + years of experience as a functional analyst in Oracle Applications 11i, R12Expert inÂ General Ledger, Asset Management, ProjectsVery good knowledge in AME, Workflow, Sub-ledger Accounting, iSupplier, iExpensesWorking knowledge in other Oracle modules and Purchasing integration with Vertex a plusExpert in application support including problem analysis and resolutionAble to work as a liaison between the business community and technical teamPossesses excellent problem solving and communication skills (written and verbal)Knows how to use TOAD or other SQL tools to be able to write simple queries to perform data validations and to support end users.Capable of working in a fast paced, dynamic, team-oriented environment.Should be able to work independently under minimal supervisionÂ Â If you or any of your friends are interested, please email me at the earliest.Â Regards,Carolyn BrooksTalent Acquisition Managercarolyn.brooks@ispace.com",3,7,13,1,13,22-DEC.  -04 00.00.00,000000000,371428
69,"Sr. EDI Business Analyst","VanderHouwen has more jobs you may like!Â  Find them here: http://bit.ly/1RIQfgESummaryServe as the liaison between the IT community and LTL field users. Identify and analyze business needs/requirements and assist in the design, training, testing and implementation of solutions. Function as the subject matter expert on operations on self-directed project development teams and independently for applications support. Educate IT personnel on how users perform their duties and how operations function. Ensure tasks are completed on a timely basis and conform to specifications, processes and standardized best practices. Position requires some travel.Â Responsibilities Work directly with all interested parties to elicit and document functional and non-functional requirements that meet business needs providing creative solutions to challenges facing the business.Capture requirements as agile stories and expand stories into narratives to ensure a standard team understanding of the requirements.Work through conflicting requirements to build consensus.Guide prioritization of requirements based on business value, risk, architectural significance, and other drivers.Conduct team reviews of requirement documents, design documents, and work products.Effectively communicate business needs to technical people and communicate and simplify complex technical information for non-technical people.Think and act strategically, grasping and communicating the big picture.Ensure the team's work efforts align with business goals.Manage customer expectations.Advocate for the customers and business clients as well as IT groups.Collaborate with Product Owner(s) and Project Manager to complete Iteration and Release Planning, ensuring appropriate technical representation.Assist with project management duties including, status reports, estimating work efforts, planning work assignments.Review QA test plans and scripts to ensure appropriate testing coverage of story requirements.Collaborate on the evaluation of technology for strategic value and use in solving business problems.Perform work activities using the accepted methodology of the team.Work in a self directed team environment with other IT professionals to ensure applications and Web tools add value to business operations.May participate in 24/7 on-call application support as needed.Travel as needed to support projects and develop a deep knowledge of all business areas.QualificationsBachelor's degree in business, supply chain management, or technical area generally required.Â  Will accept any equivalent combination of education, experience and training.7+ years of cross functional business experience including business analysis, IT solutions development, and customer relationships.Broad knowledge of technology and how to connect technology to business problems. Experience with EDI conceptsEffective listening, interviewing, facilitation, and presentation skills.Effective written and verbal communication skills.Working knowledge of IT software and application development methodologies.Working knowledge of project management methodologies. Strong project and time management skills.Working knowledge of EDI is a plus.Provides leadership and guidance to teammates.Ability to learn and grasp topics quickly.Ability to organize, negotiate, and prioritize work and projects.Ability to work in a team environment as well as independently.Establishes good relationships and trust.Experience in any of the following areas is a plus:Knowledge of transportation, logistics and supply chain managementProviding guidance in agile development methodologyUnderstanding of user experience processes and tools",20,37,9,0,5,22-SZEPT.-22 00.00.00,000000000,695585
70,"Scientific Software Specialist and BA","Keywords / Required Skills:Scientific Software, Business Analyst, Drug Development, biotech, pharma, data extraction, visualization SQL, R, Spotfire, user training material developmentÂ Req#: 4493616 Scientific Sotware Specialist (and Business Analyst with Visualization)Our client an International Biotech company based in South San Francisco is a seeking a contract resource for the role of Scientific Software Specialist Duties: This position supports the ongoing development of a number of scientific and operational software systems enabling drug development at our client, a large international biotech / pharma firm in South San Francisco.Â Â The position reports into the Development Sciences function, but works closely with the corporate IT group to analyze, design, test, implement, train, and document new software systems. Responsibilities include: Perform business analysis to clarify needs and scope new features Work collaboratively with end users, corporate IT, and the vendor to implement new features Author clear requirements and design documentation Work with end users to define associated business process to meet their needs Author clear and concise user manuals, SOPs, and training documents Perform testing in conjunction with the vendor, corporate IT, and end users Create robust and effective data visualizations using SQL, R, and Spotfire Work hands-on with end users and IT to identify, troubleshoot, and resolve technical and process issues Skills and Requirements: Experience with drug development with particular knowledge of outsourcing Experience working with end users to define business processes and software requirements to meet their needs Ability to author complex technical documents clearly and efficiently Experience with data extraction, analysis and visualization tools such as SQL, R or Spotfire desired Very strong collaboration skills to interact with diverse stakeholders 5-10 years of biotech/pharmaceutical industry experience working with drug development software systems Â Please email resume to Jackie atÂ jfelipe@csi-it.com",16,25,17,0,11,22-OKT.  -16 00.00.00,000000000,610455
71,"Linux Engineer","Genesis10 is currently seeking a Product Specific Technologist with our client in the financial industry in their New York, NY location. This is a 12 month + contract position. Description: Â  * High Server Patch project is major effort to remediate security patch level on Grid /Quartz LINUX Infrastructure and deploy recurring patching solution * We are hiring this position to work closely with business technology group, application owners and operations teams to establish and coordinate deployment of automated recurring patching solution * This sophisticated platform requires very specialized skills and this engineer will provide solution, design, development, and implementation and be responsible for co-ordination to facilitating the migration of this platform Responsibilities: Â  * Requirement analysis of the project * Technical recommendations for automated patching * End to end technical plan for patching * Co-ordination of execution of automated recurring plan Requirements: Â  * Experience with J2EE, Java, Python, C++ programming, shell script * Strong understanding and working experience of Linux Operating system * Good understanding of Network /Server Infrastructure spanning multiple sites * Experience with J2EE, Java, Python, C++ programming, shell script * Good communication skills, self-motivated, positive attitude and ability to work in a global team environment * Strong troubleshooting skills and application Administration/Support skills * Experience in engineering/upgrading complex solutions in line with demanding client requirements * Solutions engineering (design & implementation of messaging solutions) experience * Proven timely delivery of key infrastructure and products * Good understanding and work experience in an Enterprise Environment * Strong understanding and hands on Linux Operating system * Strong Development experience to write tool on Linux Operating system * Previous software solution to deploy patching solution will be plus * Ability to handle highly volatile support with platform and clients spanning multiple time zones * Ability to adapt quickly to the client needs * Team Player * Good Communication skills * Able to work as a W2 employee of Genesis10 (no Corp-to-Corp) If you have the described qualifications and are interested in this exciting opportunity, please apply! About Genesis10: Â  Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives. If you are a high performing business or IT professional with solid, referenced experience, we want to meet you. Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations. We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement - project after project. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com. ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""",6,71,20,1,15,22-JÚN.  -21 00.00.00,000000000,473239
72,"Front end-UI developer/UI-Web designer","Front end-UI developer/UI-Web designer job opportunity at a top-financial services company located in NYC * MidtownÂ 6 * 12 months with high potential for FTE conversion.Â AN ONLINE PORTFOLIO IS REQUIRED TO APPLY TO THIS JOB Â Contact oleon@fahrenheitit.com846 582 1467Â Looking for CANDIDATES LOCATED IN THE TRI-STATE AREA ONLYÂ If qualified and currently considering new job opportunities let*s set up a time to discuss other details at your earliest convenience.Â Job details:Â This job is a combination of front end development (css, html, javascript) as well as user interface/web designÂ As far as design * looking for someone who can show artistic/creative samples of user interfaces the candidate has worked in.Â  Presentation layers are critical [think colors, fonts, easy-to-read language, easy-to-follow design]Â Â Looking for someone who can create interactive charts, graphs for reporting purposes where users can view dashboards, charts, graphs of analytical data (experience with one of the following D3, Angular js, or Node js.Â  This team is responsible for presenting technical data through graphs, charts *commercial quality* data visualization for a large audience of stakeholders & users.",31,69,19,0,1,22-DEC.  -12 00.00.00,000000000,211685
73,"IT Ops Support","SF City, 3+ months contract with extension based on performance If you've enjoyed supporting IT operations before you'd be familiar with this role. The difference could be that here you will have a lot more authority over the superb processes you create and implement. You will be assisting the CIO administratevily with all the nuances and excitement of IT operations. Sample duties:Assist with tracking of legal related documents, invoice recon, licenses, etcAssist with budgets, presentations, audits, user reviews, etc Qualifications:Excellent (advanced) skills in Excel, Word, Power Point Organized and detail orientedAble to task switch as needed to reflect changing priorities",14,73,6,0,7,22-JÚN.  -06 00.00.00,000000000,680295
74,"Senior Product Manager, Pricing - Fulfillment By Amazon","Global FBA is looking for a passionate, talented product manager to develop pricing recommendations for the global business. The ideal candidate has outstanding business acumen and judgment, intense curiosity, excellent analytical abilities, strong technical skills, superior written and verbal communication skills, and the ability to influence cross-functional teams. He/she will have a strong bias toward data driven decision making. He/she will be a self-starter, comfortable with ambiguity and juggling multiple projects, able to think big and be creative (while paying careful attention to detail), and will enjoy working in a fast-paced dynamic environment. He/she will work closely with Marketing, Operations, and Finance teams around the world.The scope for this role includes the following: Identify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations that will help shape the future of FBA. Drive development of quantitative models necessary for the evaluation and implementation of new pricing strategies. Collaborate with product managers to develop pricing recommendations for new features or services. Manage fee development and implementation, including long term project planning and development resource allocation. Report key insights and trends, using statistical rigor to simplify and inform the larger team of noteworthy story lines. Collaborate with finance and product management as a leader of quantitative analysis. Analyze and solve business problems at their root, stepping back to understand the broader context. Develop solutions that utilize the highest standards of analytical rigor and data integrity. Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation. Write high quality SQL code to retrieve and analyze data. Learn and understand a broad range of AmazonÂs data resources and know how, when, and which to use. Manage and execute entire projects or components of large projects from start to finish including project management, data gathering and manipulation, synthesis and modeling, problem solving, and communication of insights and recommendations. Build scalable database solutions when required. Participate in periodic reviews with Amazon Executive Leadership team.FBA leverages AmazonÂs global fulfillment and customer service network for third party sellers who want to grow their business on and off Amazon.com. FBA enables customers to take advantage of Free Super Saver Shipping and Amazon Prime on third party items, while sellers can focus on selling rather than shipping. The Sr. Product Manager will be responsible for driving analysis in an effort to improve our understanding of Seller's costs globally. The role is global in scope and includes strategy, analysis and execution for FBA in North America, Europe and Asia.Â  BachelorÂs or advanced degree. Experience in data mining (SQL, ETL, data warehouse, etc.) and using databases in a business environment with large-scale, complex datasets. Experience managing multiple projects from conception through implementation. Knowledge of accounting, financial, operational, and marketing principles. Experience solving complex quantitative business challenges; experience in the development of pricing analysis is a strong plus. Verbal/written communication & data presentation skills, including an ability to effectively communicate with and influence both business and technical teams. Ability to juggle multiple priorities and make things happen in a fast-paced, dynamic environment; strong bias for action. Demonstrated ability to articulate complex concepts to cross functional audiences.Â Â  MBA/MasterÂs/Ph.D degree. Professional traits that are not unique to this position, but necessary for Amazon leaders: Exhibits business judgment Has relentlessly high standards Dives deep Thinks strategically, but stays on top of tactical execution Thinks big and has convictions Results oriented",22,63,16,0,10,22-SZEPT.-29 00.00.00,000000000,459051
75,"Infrastructure Production Developer","Description: Â  Our client's Infrastructure Production group in delivers a wide range of technologies. The team builds out common services that every department can use and consume to monitor, visualize and diagnose their applications and infrastructure. This team is also the forefront in implementing modern technology ideology within the organization and assist all of the teams with implementation, automation and design. The Production Engineering team is a new team, and is one of the most fast-paced and soon to be widely used across the entire company. You will have the ability to be a part of a large cultural shift within the organization. If you like large scale systems, billions of data points a day, automating all of the things, hacking on open source software and making a cultural impact, ask us where to sign up. Responsibilities: Â  * Design, architect, automate and deliver large scale production ready services for employees to consume. * Build internal tools to monitor, visualize and diagnose all aspects of applications & hardware in our client's stack. * Work closely with our client's product and platform teams with architecture, design and scaling challenges they may have. * Help teams replace legacy software and design patterns with modern technologies. * Develop and maintain documentation, training and SLAs for managed infrastructure. Requirements: Â  * Minimum 2 - 3 years of experience building similar systems * Experience with large scale data processing * Previous experience automating and implementing large scale fault tolerant distributed systems * Experience with physical hardware and provisioning process * Experience working with Opensource software Common Tools used: Â  * Ruby / Go / Python / Java * Linux * Kafka * Hadoop / Zookeeper / HBase * Mesos * Icinga / OpenTSDB * Chef * Spark If you have the described qualifications and are interested in this exciting opportunity, please apply! About SWATT: Â  The Genesis10 Software and Technology Team (SWATT) is a specialized recruiting service focused on helping accomplished software developers, programmers, platform engineers and elite technology professionals find once-in-a-lifetime career opportunities in New York City with the world's most advanced technology organizations. Whether local to New York or relocating from across North America, we take an authentic approach to helping people make life-changing technology career decisions. For more information go to http://swatt.genesis10.com/ ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""Â  Start Date: 06/27/2016",38,71,21,1,21,22-DEC.  -24 00.00.00,000000000,501222
76,"C#.NET Client/Server Developer","This position is an outstanding contract opportunity for a talented .NET Developer with one of our exciting clients. Work on client/server applications, web, and testing tools. Will work as part of a team updating existing applications as well as the development of new applications to enable automated testing. Position requires 3+ years recent experience developing with the .Net Framework using C# and Object Oriented Design patterns in Windows Form and/or Windows Presentation Foundation applications. 1+ year of experience with SQL (prefer Microsoft SQL Server and T-SQL) with the ability to develop database objects such as stored procedures. 1+ year of verifiable experience developing multithreaded/multiprocessing applications is needed (not necessarily in C#).1+ years of experience with WCF and Team Foundation Server (TFS) is also required. Knowledge of ASP.Net, XML, and Unit Testing (Test Driven Development) are a plus. Knowledge tests in multitasking and Windows client/server application development will be part of the selection process. Excellent written and verbal communication skills are a MUST. Desired skills: .NET Framework, C#, OOD, SQL, T-SQL, ASP.Net, XML, Team Foundation Server, Unit Testing, Multitasking.",1,60,18,0,19,22-DEC.  -21 00.00.00,000000000,789893
77,"Business Systems Analyst","PLEASE JOIN OUR TALENT NETWORK: http://bit.ly/vhatalentnetworkÂ Â Joining the Talent Network with VanderHouwen & Associates (VHA) will enhance your job search and application experience. Job listings are mobile-friendly and easy to review, share, or apply. Whether you choose to just leave usÂ your information or apply, we look forward to connecting with you.ResponsibilitiesPartner with business teams to identify, define, and document requirements to support project and business objectivesConduct and/or participates in the analysis of client business processes and functional requirementsPerform data and process analysis to understand key source systems and using knowledge of application features and functions to assess scope and impact of business needsCollaborate with users, development, and QA teams throughout the project lifecycleAct as client proxy during development and testingIdentify and documents workflow, process diagrams, information resources, and system specificationsParticipate in the analysis and definition of efficient, cost effective solutions that support business processes and functional requirementsSuccessfully design and facilitate requirements elicitation sessions including use of interviews, document analysis, workshops, surveys, business process outcome modeling, personas, user centric design, task and workflow analysisQualifications Proven track record creating innovative product ideas and concepts that meet business and product strategies based on rigorous analysis of customer needs, the current technology landscape and the competitive environment.Strong understanding of enterprise-level eCommerce platforms and technologies including user profile management, messaging platforms, content personalization, product information, and social platforms.Experience working with in-house development teams using SCRUM methodology, authoring user stories and acceptance criteria, collaborating with developers and QA to ensure product features are delivered according to specifications.Proven track record leading cross-functional teams, including architects, developers, designers and business stakeholders. Ability to facilitate business, process, and technical discussions to drive clarity and understanding among a diverse set of senior stakeholders.Ability to create and prioritize feature backlogs and product roadmaps, with a clear understanding of company, group and team goals and objectives.Demonstrated philosophy of continuous improvement, applying product management best practices to your work and sharing those with the Digital Product Management community.A high tolerance for ambiguity and demonstrated ability to achieve business results in a hyper-dynamic environment.Bachelor's degree in Business, Computer Science, Marketing, or related field. MBA is preferred.4+ years product management experience in a technology-centric business. Strong B2C digital product management for consumer-facing experiences is a must.",45,76,2,0,12,22-NOV.  -27 00.00.00,000000000,598070
78,"Software Infrastructure C++ Developer","Description: Â  The Software Infrastructure department develops the foundation on which our client's developers build their applications - libraries that interface with a wide range of technologies, programmable real-time data processing pipelines, deployment systems and development tools. They are technologists who live and breathe high performance, well-factored, scalable, testable code that reacts quickly to new business initiatives. Our client's developers are valued as technical experts and go-to resources throughout the company. Their users and managers are highly technical people. Within the group, all developers have responsibility for the full software development lifecycle, from requirements gathering and coding to deployment and maintenance. Requirements: Â  We are looking for dedicated and driven software developers with strong technical and programming skills, excellent problem solving ability and appreciation for the scope and impact of their work. The ideal candidate possesses strong knowledge of operating system fundamentals, as well as experience in the design of libraries and software systems. The candidate can expect to be writing well tested, robust, and performance critical code in a cross platform environment. * 3+ years of production level C++ development experience * 3+ years of experience with object-oriented design, data structures and algorithms Preferred Skills: Â  * Multithreading experience * Solid understanding of data structures and algorithms * Linux/UNIX programming skills * Experience with distributed systems * Knowledge of JavaScript, Python, or Perl * Knowledge of network-layer protocols (TCP/IP, PGM, etc.) If you have the described qualifications and are interested in this exciting opportunity, please apply! About SWATT: Â  The Genesis10 Software and Technology Team (SWATT) is a specialized recruiting service focused on helping accomplished software developers, programmers, platform engineers and elite technology professionals find once-in-a-lifetime career opportunities in New York City with the world's most advanced technology organizations. Whether local to New York or relocating from across North America, we take an authentic approach to helping people make life-changing technology career decisions. For more information go to http://swatt.genesis10.com/ ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""Â  Start Date: 06/27/2016",48,15,24,1,20,22-OKT.  -26 00.00.00,000000000,352259
49,"Geolocation Engineer","Clearance: Must be eligible to obtain a top secret clearance.Â We seek highly qualified, self-starting individuals to develop, implement, and test geolocation systems.Â This engineer will apply mathematics and physics to design and develop complex positioning systems for RF signals in demanding collection environments. In this role, the selected individual will be responsible for geolocation algorithm development, system engineering, and software implementation and testing. Experience with an existing geolocation approach/engine in a classified application/environment is a definite plus.Work includes system support through all phases of the life cycle from concept through final delivery, using an iterative design methodology to maximize productivity. Solutions are implemented on virtualized platforms. You will have access to a well-equipped computer / signal processing lab with emphasis on real data rather than simulation.Required:BS (MS or PhD preferred) in Electrical Engineering (preferred), Applied Math, Remote Sensing, or similar disciplineDemonstrated capability in scientific programming, especially C/C++Relocation to sunny Tucson, Arizona; Denver, Colorado is a potential alternativePossess (or ability to obtain) and maintain an SCI security clearance (US citizenship required)Preferred: Experience with an existing geolocation approach/observable processor in a classified application/environmentStrong DSP fundamentalsApplicable background includes GPS or other navigation systems; geolocation observable processing of TDOA only and TDOA/TDOA-dot (FDOA) measurements; electromagnetic propagation; multipath and interference mitigation; and mathematical techniques such as non-linear optimization and unbiased correlation.",30,2,16,0,6,22-SZEPT.-27 00.00.00,000000000,546908
